"TYXP192.Code.or.Value","TYXP192.Value.Description","TYXP192.Count","TYXP192.Cumulative","TYXP192.Skip.to.Item"
"-296 to -4","Range of Values",1094,1094,NA
".","Missing",7375,8469,NA
