"TYXP103.Code.or.Value","TYXP103.Value.Description","TYXP103.Count","TYXP103.Cumulative","TYXP103.Skip.to.Item"
"-288 to 73","Range of Values",8459,8459,NA
".","Missing",10,8469,NA
