"AUXRR241.Code.or.Value","AUXRR241.Value.Description","AUXRR241.Count","AUXRR241.Cumulative","AUXRR241.Skip.to.Item"
"-84 to 91","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
