"RHQ510.Code.or.Value","RHQ510.Value.Description","RHQ510.Count","RHQ510.Cumulative","RHQ510.Skip.to.Item"
"1","Yes",320,320,""
"2","No",2805,3125,"RHQ535"
"7","Refused",0,3125,"RHQ535"
"9","Don't know",8,3133,"RHQ535"
".","Missing",351,3484,""
