"AUDTYR31.Code.or.Value","AUDTYR31.Value.Description","AUDTYR31.Count","AUDTYR31.Cumulative","AUDTYR31.Skip.to.Item"
"0 to 2.03","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
