"RHQ380.Code.or.Value","RHQ380.Value.Description","RHQ380.Count","RHQ380.Cumulative","RHQ380.Skip.to.Item"
"1","Yes",165,165,""
"2","No",1156,1321,"RHQ420"
"7","Refused",0,1321,"RHQ420"
"9","Don't know",8,1329,"RHQ420"
".","Missing",2188,3517,""
