"AUDTYL22.Code.or.Value","AUDTYL22.Value.Description","AUDTYL22.Count","AUDTYL22.Cumulative","AUDTYL22.Skip.to.Item"
"0 to 2.28","Range of Values",2756,2756,NA
".","Missing",278,3034,NA
