"SMQ640.Code.or.Value","SMQ640.Value.Description","SMQ640.Count","SMQ640.Cumulative","SMQ640.Skip.to.Item"
"0 to 30","Range of Values",630,630,NA
"77","Refused",1,631,NA
"99","Don't  Know",1,632,NA
".","Missing",6813,7445,NA
