"AUXRR202.Code.or.Value","AUXRR202.Value.Description","AUXRR202.Count","AUXRR202.Cumulative","AUXRR202.Skip.to.Item"
"-74 to 76","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
