"WBXA010.Code.or.Value","WBXA010.Value.Description","WBXA010.Count","WBXA010.Cumulative","WBXA010.Skip.to.Item"
"-16.6379 to 0.9972","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
