"AUDTYR48.Code.or.Value","AUDTYR48.Value.Description","AUDTYR48.Count","AUDTYR48.Cumulative","AUDTYR48.Skip.to.Item"
"0 to 3.25","Range of Values",1890,1890,NA
".","Missing",156,2046,NA
