"AUXLR180.Code.or.Value","AUXLR180.Value.Description","AUXLR180.Count","AUXLR180.Cumulative","AUXLR180.Skip.to.Item"
"-10 to 54","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
