"TYXP063.Code.or.Value","TYXP063.Value.Description","TYXP063.Count","TYXP063.Cumulative","TYXP063.Skip.to.Item"
"-113 to 135","Range of Values",8468,8468,NA
".","Missing",1,8469,NA
