"SMQ040.Code.or.Value","SMQ040.Value.Description","SMQ040.Count","SMQ040.Cumulative","SMQ040.Skip.to.Item"
"1","Every day",1105,1105,"SMQ077"
"2","Some days",214,1319,"SMD641"
"3","Not at all",1482,2801,""
"7","Refused",1,2802,"SMAQUEX2"
"9","Don't know",0,2802,"SMAQUEX2"
".","Missing",4343,7145,""
