"AUXLR211.Code.or.Value","AUXLR211.Value.Description","AUXLR211.Count","AUXLR211.Cumulative","AUXLR211.Skip.to.Item"
"-49 to 47","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
