"DBQ810.Code.or.Value","DBQ810.Value.Description","DBQ810.Count","DBQ810.Cumulative","DBQ810.Skip.to.Item"
"1","Always",830,830,NA
"2","Most of the time",919,1749,NA
"3","Sometimes",1135,2884,NA
"4","Rarely",635,3519,NA
"5","Never",891,4410,NA
"7","Refused",0,4410,NA
"9","Don't know",1,4411,NA
".","Missing",5937,10348,NA
