"MCQ035.Code.or.Value","MCQ035.Value.Description","MCQ035.Count","MCQ035.Cumulative","MCQ035.Skip.to.Item"
"1","Yes",877,877,""
"2","No",546,1423,"MCQ053"
"7","Refused",0,1423,"MCQ053"
"9","Don't know",20,1443,"MCQ053"
".","Missing",8132,9575,""
