"MCQ010.Code.or.Value","MCQ010.Value.Description","MCQ010.Count","MCQ010.Cumulative","MCQ010.Skip.to.Item"
"1","Yes",1451,1451,""
"2","No",8641,10092,"MCQ053"
"7","Refused",1,10093,"MCQ053"
"9","Don't know",16,10109,"MCQ053"
".","Missing",0,10109,""
