"CIQP31.Code.or.Value","CIQP31.Value.Description","CIQP31.Count","CIQP31.Cumulative","CIQP31.Skip.to.Item"
"23 to 39","Range of Values",7,7,NA
"77","Refused",0,7,NA
"99","Don't know",0,7,NA
".","Missing",771,778,NA
