"AUXLR153.Code.or.Value","AUXLR153.Value.Description","AUXLR153.Count","AUXLR153.Cumulative","AUXLR153.Skip.to.Item"
"-7 to 46","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
