"WBXA055.Code.or.Value","WBXA055.Value.Description","WBXA055.Count","WBXA055.Cumulative","WBXA055.Skip.to.Item"
"-5.3039 to 1","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
