"VIQ180.Code.or.Value","VIQ180.Value.Description","VIQ180.Count","VIQ180.Cumulative","VIQ180.Skip.to.Item"
"1","Yes",78,78,""
"2","No",6944,7022,"VIQ200"
"9","Don't know",12,7034,"VIQ200"
".","Missing",411,7445,""
