"TYXP245.Code.or.Value","TYXP245.Value.Description","TYXP245.Count","TYXP245.Cumulative","TYXP245.Skip.to.Item"
"-299 to 135","Range of Values",95,95,NA
".","Missing",5490,5585,NA
