"AUXLR165.Code.or.Value","AUXLR165.Value.Description","AUXLR165.Count","AUXLR165.Cumulative","AUXLR165.Skip.to.Item"
"-31 to 86","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
