"TYXP091.Code.or.Value","TYXP091.Value.Description","TYXP091.Count","TYXP091.Cumulative","TYXP091.Skip.to.Item"
"-253 to 96","Range of Values",8465,8465,NA
".","Missing",4,8469,NA
