"LBD149LC.Code.or.Value","LBD149LC.Value.Description","LBD149LC.Count","LBD149LC.Cumulative","LBD149LC.Skip.to.Item"
"0","At or above the detection limit",48,48,NA
"1","Below lower detection limit",199,247,NA
".","Missing",0,247,NA
