"AUXLR273.Code.or.Value","AUXLR273.Value.Description","AUXLR273.Count","AUXLR273.Cumulative","AUXLR273.Skip.to.Item"
"-28 to 48","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
