"AUDTYL57.Code.or.Value","AUDTYL57.Value.Description","AUDTYL57.Count","AUDTYL57.Cumulative","AUDTYL57.Skip.to.Item"
"0 to 2.09","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
