"CIQP67.Code.or.Value","CIQP67.Value.Description","CIQP67.Count","CIQP67.Cumulative","CIQP67.Skip.to.Item"
"0 to 180","Range of Values",33,33,NA
"777","Refused",0,33,NA
"999","Don't know",0,33,NA
".","Missing",817,850,NA
