"SMQ150.Code.or.Value","SMQ150.Value.Description","SMQ150.Count","SMQ150.Cumulative","SMQ150.Skip.to.Item"
"1","Yes",647,647,""
"2","No",4752,5399,"SMQ180"
"7","Refused",4,5403,"SMQ180"
"9","Don't know",4,5407,"SMQ180"
".","Missing",4,5411,""
