"AUDTYR51.Code.or.Value","AUDTYR51.Value.Description","AUDTYR51.Count","AUDTYR51.Cumulative","AUDTYR51.Skip.to.Item"
"0 to 3.91","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
