"CIQG18.Code.or.Value","CIQG18.Value.Description","CIQG18.Count","CIQG18.Cumulative","CIQG18.Skip.to.Item"
"1","Yes",29,29,"CIQGPHA"
"2","No",62,91,""
"7","Refused",0,91,""
"9","Don't know",0,91,""
".","Missing",687,778,""
