"RHQ169.Code.or.Value","RHQ169.Value.Description","RHQ169.Count","RHQ169.Cumulative","RHQ169.Skip.to.Item"
"0 to 5","Range of Values",1194,1194,NA
"77","Refused",0,1194,NA
"99","Don't know",2,1196,NA
".","Missing",2288,3484,NA
