"AUDTYR09.Code.or.Value","AUDTYR09.Value.Description","AUDTYR09.Count","AUDTYR09.Cumulative","AUDTYR09.Skip.to.Item"
"0 to 1.28","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
