"WBXP061.Code.or.Value","WBXP061.Value.Description","WBXP061.Count","WBXP061.Cumulative","WBXP061.Skip.to.Item"
"-86.4373 to 151.3404","Range of Values",8551,8551,NA
".","Missing",3,8554,NA
