"TYXP126.Code.or.Value","TYXP126.Value.Description","TYXP126.Count","TYXP126.Cumulative","TYXP126.Skip.to.Item"
"-285 to 39","Range of Values",8133,8133,NA
".","Missing",336,8469,NA
