"SXQ450.Code.or.Value","SXQ450.Value.Description","SXQ450.Count","SXQ450.Cumulative","SXQ450.Skip.to.Item"
"0 to 700","Range of Values",1535,1535,NA
"77777","Refused",4,1539,NA
"99999","Don't know",2,1541,NA
".","Missing",3084,4625,NA
