"CBQ675.Code.or.Value","CBQ675.Value.Description","CBQ675.Count","CBQ675.Cumulative","CBQ675.Skip.to.Item"
"1","Very important",861,861,NA
"2","Somewhat important",870,1731,NA
"3","Not too important",396,2127,NA
"4","Not at all important",115,2242,NA
"7","Refused",0,2242,NA
"9","Don't know",2,2244,NA
".","Missing",625,2869,NA
