"AUXRR124.Code.or.Value","AUXRR124.Value.Description","AUXRR124.Count","AUXRR124.Cumulative","AUXRR124.Skip.to.Item"
"-53 to 100","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
