"AUXRR118.Code.or.Value","AUXRR118.Value.Description","AUXRR118.Count","AUXRR118.Cumulative","AUXRR118.Skip.to.Item"
"-57 to 65","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
