"AUXLR109.Code.or.Value","AUXLR109.Value.Description","AUXLR109.Count","AUXLR109.Cumulative","AUXLR109.Skip.to.Item"
"-61 to 77","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
