"DUQ240.Code.or.Value","DUQ240.Value.Description","DUQ240.Count","DUQ240.Cumulative","DUQ240.Skip.to.Item"
"1","Yes",660,660,""
"2","No",3443,4103,"DUQ370"
"7","Refused",7,4110,"DUQ370"
"9","Don't know",9,4119,"DUQ370"
".","Missing",677,4796,""
