"LBD114LC.Code.or.Value","LBD114LC.Value.Description","LBD114LC.Count","LBD114LC.Cumulative","LBD114LC.Skip.to.Item"
"0","At or above the detection limit",143,143,NA
"1","Below lower detection limit",121,264,NA
".","Missing",0,264,NA
