"AUXRR270.Code.or.Value","AUXRR270.Value.Description","AUXRR270.Count","AUXRR270.Cumulative","AUXRR270.Skip.to.Item"
"-27 to 65","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
