"DBQ300.Code.or.Value","DBQ300.Value.Description","DBQ300.Count","DBQ300.Cumulative","DBQ300.Skip.to.Item"
"1","Yes",69,69,NA
"2","No",1759,1828,NA
"7","Refused",4,1832,NA
"9","Don't know",1,1833,NA
".","Missing",8132,9965,NA
