"AUXRR113.Code.or.Value","AUXRR113.Value.Description","AUXRR113.Count","AUXRR113.Cumulative","AUXRR113.Skip.to.Item"
"-56 to 65","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
