"TYXP053.Code.or.Value","TYXP053.Value.Description","TYXP053.Count","TYXP053.Cumulative","TYXP053.Skip.to.Item"
"-116 to 151","Range of Values",8468,8468,NA
".","Missing",1,8469,NA
