"DBQ301.Code.or.Value","DBQ301.Value.Description","DBQ301.Count","DBQ301.Cumulative","DBQ301.Skip.to.Item"
"1","Yes",72,72,NA
"2","No",2080,2152,NA
"7","Refused",1,2153,NA
"9","Don't know",0,2153,NA
".","Missing",7996,10149,NA
