"CIQD108.Code.or.Value","CIQD108.Value.Description","CIQD108.Count","CIQD108.Cumulative","CIQD108.Skip.to.Item"
"0 to 28","Range of Values",70,70,NA
"77","Refuse",0,70,NA
"99","Don't know",1,71,NA
".","Missing",707,778,NA
