"VTQ251A.Code.or.Value","VTQ251A.Value.Description","VTQ251A.Count","VTQ251A.Cumulative","VTQ251A.Skip.to.Item"
"1","Yes",68,68,""
"2","No",2856,2924,"VTQ261A"
"7","Refused",0,2924,"VTQ261A"
"9","Don't know",0,2924,"VTQ261A"
".","Missing",470,3394,""
