"CBQ590.Code.or.Value","CBQ590.Value.Description","CBQ590.Count","CBQ590.Cumulative","CBQ590.Skip.to.Item"
"1","Often",600,600,NA
"2","Sometimes",755,1355,NA
"3","Rarely",342,1697,NA
"4","Never",173,1870,NA
"7","Refused",0,1870,NA
"9","Don't know",0,1870,NA
".","Missing",1075,2945,NA
