"RHQ300.Code.or.Value","RHQ300.Value.Description","RHQ300.Count","RHQ300.Cumulative","RHQ300.Skip.to.Item"
"1","Yes",343,343,""
"2","No",1823,2166,"RHQ345"
"7","Refused",0,2166,"RHQ345"
"9","Don't know",30,2196,"RHQ345"
".","Missing",1321,3517,""
