"TYXP062.Code.or.Value","TYXP062.Value.Description","TYXP062.Count","TYXP062.Cumulative","TYXP062.Skip.to.Item"
"-108 to 136","Range of Values",8468,8468,NA
".","Missing",1,8469,NA
