"DBD100.Code.or.Value","DBD100.Value.Description","DBD100.Count","DBD100.Cumulative","DBD100.Skip.to.Item"
"1","Rarely",2739,2739,NA
"2","Occasionally",1738,4477,NA
"3","Very often",1150,5627,NA
"7","Refused",0,5627,NA
"9","Don't know",11,5638,NA
".","Missing",4312,9950,NA
