"AUQ070.Code.or.Value","AUQ070.Value.Description","AUQ070.Count","AUQ070.Cumulative","AUQ070.Skip.to.Item"
"1","Yes",582,582,"AUQ100"
"2","No",190,772,""
"7","Refused",0,772,""
"9","Don't know",5,777,""
".","Missing",8798,9575,""
