"AUXLR141.Code.or.Value","AUXLR141.Value.Description","AUXLR141.Count","AUXLR141.Cumulative","AUXLR141.Skip.to.Item"
"-17 to 47","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
