"KIQ042.Code.or.Value","KIQ042.Value.Description","KIQ042.Count","KIQ042.Cumulative","KIQ042.Skip.to.Item"
"1","Yes",1134,1134,""
"2","No",3808,4942,"KIQ044"
"7","Refused",0,4942,"KIQ044"
"9","Don't know",9,4951,"KIQ044"
".","Missing",768,5719,""
