"SMQ650.Code.or.Value","SMQ650.Value.Description","SMQ650.Count","SMQ650.Cumulative","SMQ650.Skip.to.Item"
"1 to 66","Range of Values",306,306,NA
"777","Refused",1,307,NA
"999","Don't know",3,310,NA
".","Missing",6680,6990,NA
