"LBD187LC.Code.or.Value","LBD187LC.Value.Description","LBD187LC.Count","LBD187LC.Cumulative","LBD187LC.Skip.to.Item"
"0","At or above the detection limit",1849,1849,NA
"1","Below lower detection limit",40,1889,NA
".","Missing",396,2285,NA
