"DBD895.Code.or.Value","DBD895.Value.Description","DBD895.Count","DBD895.Cumulative","DBD895.Skip.to.Item"
"1 to 21","Range of Values",7584,7584,""
"0","None",2450,10034,"DBD905"
"5555","More than 21 meals per week",4,10038,""
"7777","Refused",1,10039,"DBD905"
"9999","Dont Know",10,10049,"DBD905"
".","Missing",488,10537,""
