"LBD170LC.Code.or.Value","LBD170LC.Value.Description","LBD170LC.Count","LBD170LC.Cumulative","LBD170LC.Skip.to.Item"
"0","At or above the detection limit",1825,1825,NA
"1","Below lower detection limit",63,1888,NA
".","Missing",397,2285,NA
