"WBXF010.Code.or.Value","WBXF010.Value.Description","WBXF010.Count","WBXF010.Cumulative","WBXF010.Skip.to.Item"
"432.7683 to 432.7683","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
