"AUXLR258.Code.or.Value","AUXLR258.Value.Description","AUXLR258.Count","AUXLR258.Cumulative","AUXLR258.Skip.to.Item"
"-17 to 59","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
