"RFXC079.Code.or.Value","RFXC079.Value.Description","RFXC079.Count","RFXC079.Cumulative","RFXC079.Skip.to.Item"
"-7.535 to 4.328","Range of Values",51064,51064,NA
".","Missing",12,51076,NA
